image,output,flag,username,timestamp
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpay3xte80.png,,,,2022-11-07 14:06:58.018366
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpt2gwjzic.png,,,,2022-11-07 14:12:38.553688
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpn5n2_akr.png,,,,2022-11-07 14:15:00.647803
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpig96rr5w.png,,,,2022-11-07 14:16:19.163755
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpp42mk62o.png,,,,2022-11-07 14:17:16.260345
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpwjfo4mcy.png,,,,2022-11-07 14:21:30.270703
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmp0_t3z54l.png,,,,2022-11-07 14:43:53.441381
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmp2r62wg9n.png,,,,2022-11-07 14:43:53.891828
/home/albinauric/Documents/GitHub/digit-recognition/flagged/image/tmpawzf2pgx.png,,,,2022-11-07 14:44:24.398908
